Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
156,535350030,A,RL,85,10200,Pave,NA,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104,3,3,CBlock,3,3,4,2,320,3,362,404,1086,GasA,2,Y,1,1086,0,0,1086,1,0,1,0,3,1,3,6,1,0,6,Attchd,1989,3,2,490,3,3,1,0,0,0,0,0,0,5,3,NA,0,5,2010,WD ,Normal,144900
157,535350040,A,RL,74,5868,Pave,NA,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,4,3,248,4,240,448,936,GasA,1,Y,1,936,0,0,936,1,0,1,0,2,1,3,4,1,0,6,Attchd,1956,1,1,308,3,3,1,0,0,80,0,160,0,5,5,NA,0,5,2010,WD ,Normal,129000
159,535377090,K,RL,64,6979,Pave,NA,1,Lvl,1,Inside,1,OldTown,Norm,Norm,Duplex,SFoyer,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0,3,3,CBlock,3,3,4,1,1056,6,0,0,1056,GasA,2,Y,1,1056,0,0,1056,2,0,0,0,0,2,3,4,1,0,6,Detchd,1980,3,2,576,3,3,1,264,56,0,0,0,0,5,1,Shed,600,6,2010,WD ,Normal,144000
162,535450210,E,RL,60,8064,Pave,NA,1,Lvl,1,Inside,1,NAmes,Artery,Norm,1Fam,1.5Fin,6,8,1948,2004,Gable,CompShg,WdShing,Wd Shng,None,0,3,3,CBlock,3,3,4,2,481,4,174,161,816,GasA,3,Y,1,816,408,0,1224,1,0,1,0,3,1,3,5,1,0,6,Detchd,1950,3,1,280,3,3,1,414,0,0,0,0,0,5,3,NA,0,5,2010,WD ,Normal,132000
163,535453070,A,RL,75,7500,Pave,NA,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1994,Hip,CompShg,BrkFace,BrkFace,None,0,3,3,CBlock,3,3,4,5,340,4,906,0,1246,GasA,1,Y,1,1246,0,0,1246,1,0,1,1,3,1,2,6,1,0,6,Attchd,1959,2,1,305,3,3,1,218,0,0,0,0,0,5,1,NA,0,5,2010,WD ,Normal,154000
164,535454070,E,RL,71,8520,Pave,NA,1,Lvl,1,Corner,1,NAmes,Artery,Norm,1Fam,1.5Fin,5,4,1952,1952,Gable,CompShg,BrkFace,Wd Sdng,None,0,3,4,CBlock,3,3,4,4,507,6,0,403,910,GasA,4,Y,1,910,475,0,1385,0,0,2,0,4,1,3,6,1,0,6,Detchd,2000,3,2,720,3,3,1,0,0,0,0,0,0,5,2,NA,0,6,2010,WD ,Normal,166000
165,535456110,A,RL,60,7200,Pave,NA,1,Lvl,1,Corner,1,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,3,3,234,4,486,180,900,GasA,3,Y,1,900,0,0,900,0,1,1,0,3,1,2,5,1,0,6,Detchd,2005,3,2,576,3,3,1,222,32,0,0,0,0,5,5,NA,0,5,2010,WD ,Normal,134800
166,535457010,A,RL,87,10000,Pave,NA,2,Lvl,1,Corner,1,NAmes,Norm,Norm,1Fam,1Story,6,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,261,3,3,CBlock,3,3,4,6,0,6,0,1116,1116,GasA,3,Y,1,1116,0,0,1116,0,0,1,1,3,1,3,5,1,0,6,Attchd,1962,3,2,440,3,3,1,0,0,0,0,385,0,5,5,NA,0,2,2010,WD ,Normal,160000
167,535457090,A,RL,81,7635,Pave,NA,2,Lvl,1,Corner,1,NAmes,Norm,Norm,1Fam,1Story,5,6,1960,1960,Gable,CompShg,BrkFace,Wd Sdng,None,0,3,3,CBlock,3,3,4,4,588,5,350,237,1175,GasA,1,Y,1,1175,0,0,1175,0,0,1,1,3,1,3,6,1,0,6,Detchd,1960,2,2,484,3,3,1,0,0,0,0,0,0,5,5,NA,0,6,2010,WD ,Normal,148000
168,535476350,A,RL,80,9760,Pave,NA,1,Lvl,1,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,7,1963,1984,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,218,3,3,CBlock,3,3,1,3,717,5,263,415,1395,GasA,3,Y,1,1395,0,0,1395,1,0,1,0,2,1,3,7,2,1,3,Attchd,1963,2,2,440,3,3,1,657,0,113,0,240,0,5,5,NA,0,5,2010,WD ,Normal,192000
173,902106140,B,RM,56,8960,Pave,Grvl,1,Lvl,1,Inside,1,OldTown,Artery,Norm,1Fam,1Story,5,6,1927,1950,Gable,CompShg,WdShing,Wd Shng,None,0,3,3,CBlock,3,3,4,6,0,6,0,1008,1008,GasA,2,Y,2,1028,0,0,1028,0,0,1,0,2,1,3,5,1,1,2,Detchd,1927,3,2,360,3,3,1,0,0,130,0,0,0,5,5,NA,0,3,2010,WD ,Normal,115000
174,902110090,A,RM,69,5805,Pave,Grvl,1,Bnk,1,Inside,2,OldTown,Norm,Norm,1Fam,1Story,5,7,1957,1957,Hip,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,3,3,274,4,1073,0,1347,GasA,2,Y,1,1347,0,0,1347,1,1,1,0,3,1,2,6,1,0,6,Detchd,1957,3,2,551,3,3,1,0,0,0,0,0,0,5,5,NA,0,6,2010,WD ,Normal,143000
176,902125160,B,RM,47,4608,Pave,NA,1,Lvl,1,Corner,1,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0,3,2,CBlock,3,3,4,6,0,6,0,747,747,GasA,3,Y,1,747,0,0,747,0,0,1,0,2,1,3,4,1,0,6,Attchd,1945,3,1,220,3,3,1,0,0,0,0,0,0,5,5,NA,0,6,2010,WD ,Normal,80000
178,902206040,E,RM,50,5500,Pave,NA,1,Lvl,1,Corner,1,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,3,3,4,5,234,2,692,0,926,GasA,3,Y,1,926,0,390,1316,1,0,1,0,3,1,3,6,1,0,6,Detchd,1974,3,2,484,3,3,1,0,0,0,0,0,0,5,5,NA,0,4,2010,WD ,Normal,130000
179,902206130,D,RM,50,6900,Pave,NA,1,Lvl,1,Corner,1,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1938,2000,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,PConc,2,3,4,6,0,6,0,827,827,GasA,2,Y,1,827,424,0,1251,0,0,1,0,3,1,4,6,1,0,6,Detchd,1938,3,1,240,4,3,3,0,0,0,0,0,0,5,5,NA,0,1,2010,WD ,Normal,119000
183,902207140,B,RM,60,8520,Pave,NA,1,Lvl,1,Inside,1,OldTown,Norm,Norm,1Fam,1Story,6,8,1928,2003,Gable,CompShg,VinylSd,VinylSd,None,0,3,2,BrkTil,3,3,4,6,0,6,0,624,624,GasA,2,Y,1,720,0,0,720,0,0,1,0,2,1,3,5,1,0,6,Detchd,2005,3,2,484,3,3,1,106,0,0,0,0,0,5,5,NA,0,5,2010,WD ,Normal,105900
188,902402010,A,RM,90,7407,Pave,NA,1,Lvl,1,Inside,1,OldTown,Artery,Norm,1Fam,1Story,6,7,1957,1996,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,4,1,600,6,0,312,912,GasA,3,Y,2,1236,0,0,1236,1,0,1,0,2,1,3,6,1,0,6,Attchd,1957,3,2,923,3,3,1,0,158,158,0,0,0,5,2,NA,0,4,2010,WD ,Normal,149700
189,902402130,G,RM,60,7740,Pave,NA,1,Lvl,1,Inside,1,OldTown,Norm,Norm,1Fam,2Story,4,7,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,CBlock,4,3,4,6,0,6,0,622,622,GasA,2,Y,1,741,622,0,1363,0,0,1,0,3,1,3,6,1,0,6,Detchd,1966,3,2,528,3,3,1,0,0,0,0,168,0,5,5,NA,0,6,2010,WD ,Normal,125500
191,902403070,G,RM,60,10560,Pave,NA,1,Lvl,1,Inside,1,OldTown,Norm,Norm,1Fam,2Story,6,7,1922,1994,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,4,3,4,4,283,6,0,455,738,GasA,1,Y,1,868,602,0,1470,0,0,1,1,2,1,3,6,2,0,6,Detchd,1970,3,2,624,3,3,1,0,0,0,0,0,0,5,5,NA,0,6,2010,WD ,Normal,140750
194,903225150,B,RM,50,5000,Pave,NA,1,Lvl,1,Inside,1,BrkSide,Feedr,Norm,1Fam,1Story,4,7,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,BrkTil,3,3,4,4,188,6,0,577,765,GasA,3,N,3,765,0,0,765,1,0,1,0,2,1,2,4,1,0,6,Detchd,1926,3,1,200,4,3,2,135,0,41,0,0,0,5,2,NA,0,4,2010,WD ,Normal,87000
196,903227020,E,RM,50,6000,Pave,NA,1,Lvl,1,Inside,1,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0,3,2,CBlock,3,3,4,5,264,6,0,308,572,GasA,1,Y,2,848,348,0,1196,0,1,1,1,3,1,3,6,1,2,2,Detchd,1973,3,2,576,3,3,1,0,0,0,0,0,0,5,5,NA,0,3,2010,WD ,Normal,128000
197,903227150,E,RM,53,6360,Pave,NA,1,Lvl,1,Corner,1,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,6,1942,1950,Gable,CompShg,MetalSd,MetalSd,Stone,300,3,3,CBlock,3,3,4,4,360,5,159,316,835,GasA,3,Y,2,955,498,0,1453,0,0,1,1,3,1,2,7,3,2,4,Detchd,1942,3,1,240,3,3,1,0,0,35,0,148,0,5,5,NA,0,3,2010,WD ,Normal,132000
198,903228150,E,RM,50,6000,Pave,NA,1,Lvl,1,Inside,1,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1948,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,4,4,300,6,0,480,780,GasA,3,Y,1,780,636,0,1416,0,0,1,1,3,1,3,6,1,0,6,Detchd,1948,3,1,312,3,3,2,221,0,48,0,0,0,5,5,NA,0,3,2010,WD ,Normal,139900
199,903232190,E,RM,52,6240,Pave,NA,1,Lvl,1,Inside,1,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1936,1980,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,CBlock,3,4,4,4,276,6,0,252,528,GasA,2,Y,1,548,492,0,1040,0,0,1,0,2,1,3,5,1,0,6,Detchd,1979,1,2,624,3,3,2,306,0,32,0,0,0,5,5,NA,0,5,2010,WD ,Normal,123900
201,903234050,B,RM,51,6120,Pave,NA,1,Lvl,1,Inside,1,OldTown,Artery,Norm,1Fam,1Story,6,5,1923,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,4,4,4,2,960,6,0,164,1124,GasA,3,Y,1,1068,0,0,1068,1,0,1,0,2,1,3,5,1,1,2,Detchd,1923,3,1,288,3,3,1,0,0,128,0,0,0,5,5,NA,0,3,2010,WD ,Normal,109500
205,903430080,G,RM,52,3068,Pave,Grvl,1,Lvl,1,Inside,1,OldTown,Norm,Norm,1Fam,2Story,6,8,1920,1993,Gable,CompShg,VinylSd,VinylSd,None,0,3,2,BrkTil,3,3,4,6,0,6,0,662,662,GasA,1,Y,1,662,662,0,1324,0,1,1,0,3,1,3,6,1,0,6,Detchd,1920,3,1,180,3,3,1,0,0,112,0,0,0,5,1,NA,0,2,2010,WD ,Normal,122000
206,903450110,K,RM,110,8472,Grvl,NA,3,Bnk,1,Corner,2,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,4,3,CBlock,2,3,1,5,104,1,712,0,816,GasA,3,N,1,816,0,0,816,1,0,1,0,2,1,3,5,1,0,6,CarPort,1963,3,2,516,3,3,1,106,0,0,0,0,0,5,5,NA,0,5,2010,WD ,Normal,110000
211,904300150,E,RL,72,10632,Pave,NA,2,Lvl,1,Inside,1,ClearCr,Norm,Norm,1Fam,1.5Fin,5,3,1917,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,2,4,4,6,0,6,0,689,689,GasA,2,N,1,725,499,0,1224,0,0,1,1,3,1,5,6,4,0,6,Detchd,1917,3,1,180,4,4,3,0,0,248,0,0,0,5,5,NA,0,1,2010,COD,Normal,107500
213,904350045,E,RL,65,6001,Pave,NA,2,Bnk,1,Inside,2,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,CBlock,4,3,4,5,368,6,0,232,600,GasA,1,N,1,600,319,0,919,0,0,1,0,3,1,3,5,1,0,6,Detchd,1940,3,1,231,3,3,1,0,0,45,0,0,0,5,2,NA,0,3,2010,WD ,Normal,95000
219,905102060,P,RL,75,11625,Pave,NA,1,Lvl,1,Inside,1,Sawyer,Norm,Norm,2fmCon,1Story,5,4,1965,1965,Hip,CompShg,Plywood,HdBoard,None,0,3,3,PConc,3,3,3,3,841,6,0,198,1039,GasA,1,Y,1,1039,0,0,1039,1,0,1,1,3,1,3,6,1,0,6,Attchd,1965,3,2,504,3,3,1,0,0,0,0,0,0,5,5,NA,0,4,2010,WD ,Normal,131500
221,905104210,A,RL,70,8521,Pave,NA,1,Lvl,1,FR2,1,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,3,3,4,2,842,6,0,70,912,GasA,3,Y,1,912,0,0,912,0,0,1,0,3,1,3,5,1,1,4,Detchd,1974,3,1,336,3,3,1,0,0,0,0,0,0,5,2,NA,0,5,2010,WD ,Normal,125000
223,905105200,A,RL,65,7800,Pave,NA,1,Lvl,1,Inside,1,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,2008,Hip,CompShg,HdBoard,HdBoard,BrkFace,47,3,3,CBlock,3,3,3,3,240,4,474,150,864,GasA,1,Y,1,892,0,0,892,1,0,1,0,3,1,2,5,1,0,6,Detchd,1966,3,1,416,3,3,1,0,0,0,0,0,0,5,5,NA,0,6,2010,WD ,Normal,137900
224,905106140,F,RL,80,9364,Pave,NA,1,Lvl,1,Corner,1,Sawyer,Norm,Norm,1Fam,2Story,6,7,1969,1969,Gable,CompShg,HdBoard,HdBoard,Stone,143,3,3,CBlock,3,3,4,2,371,6,0,292,663,GasA,3,Y,1,663,689,0,1352,0,0,1,1,4,1,3,7,1,0,6,Attchd,1969,1,1,299,3,3,1,379,36,0,0,0,0,5,2,NA,0,3,2010,WD ,Normal,158000
225,905106170,A,RL,65,7832,Pave,NA,1,Lvl,1,Inside,1,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,3,3,4,1,775,6,0,89,864,GasA,1,Y,1,864,0,0,864,1,0,1,0,2,1,3,4,1,0,6,Detchd,1969,3,1,280,3,3,1,226,0,0,0,0,0,5,5,NA,0,5,2010,WD ,Normal,137250
227,905107250,F,RL,86,11227,Pave,NA,1,Lvl,1,Inside,1,Sawyer,Norm,Norm,1Fam,2Story,5,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0,3,2,CBlock,3,2,4,4,267,2,453,0,720,GasA,1,Y,1,720,720,0,1440,0,0,1,1,4,1,3,7,1,2,3,Attchd,1968,3,2,480,3,3,1,192,38,0,0,0,0,5,2,NA,0,3,2010,WD ,Normal,163000
231,905201030,B,RL,94,9259,Pave,NA,1,Lvl,1,Corner,1,Sawyer,Feedr,Norm,1Fam,1Story,4,4,1927,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,4,3,4,6,0,6,0,660,660,GasA,3,N,1,756,0,0,756,0,0,1,0,2,1,3,4,1,0,6,Detchd,1945,3,2,440,3,3,3,80,0,0,0,0,0,5,5,NA,0,6,2010,WD ,Normal,85000
232,905202090,A,RL,60,9600,Pave,NA,1,Lvl,1,Inside,1,Sawyer,Norm,Norm,1Fam,1Story,4,7,1950,1995,Gable,CompShg,VinylSd,HdBoard,None,0,3,3,CBlock,2,3,4,3,442,6,0,625,1067,GasA,3,Y,1,1067,0,0,1067,0,0,2,0,2,1,2,4,3,0,6,Attchd,1996,3,2,436,3,3,1,290,0,0,0,0,0,5,5,NA,0,2,2010,WD ,Normal,128000
237,905426200,A,RL,65,11479,Pave,NA,1,Lvl,1,Inside,1,Edwards,Norm,Norm,1Fam,1Story,6,7,1950,1987,Gable,CompShg,Wd Sdng,Plywood,None,0,3,3,CBlock,3,3,4,1,104,4,387,172,663,GasA,1,Y,1,1074,0,0,1074,1,0,1,0,3,1,2,6,1,1,3,Attchd,1987,3,1,467,3,3,1,0,52,52,0,0,0,5,2,NA,0,6,2010,WD ,Normal,144500
238,905451320,A,RL,68,9571,Pave,NA,1,Lvl,1,Inside,1,Edwards,Norm,Norm,1Fam,1Story,5,6,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,2,3,739,6,0,405,1144,GasA,3,Y,1,1144,0,0,1144,1,0,1,0,3,1,3,6,1,0,6,Attchd,1956,3,1,596,3,3,1,44,0,0,0,0,0,5,5,NA,0,6,2010,WD ,Normal,129000
240,905452160,A,RL,75,9525,Pave,NA,1,Lvl,1,Inside,1,Edwards,Norm,Norm,1Fam,1Story,5,7,1954,1998,Gable,CompShg,WdShing,Wd Shng,None,0,3,3,CBlock,3,3,2,3,954,6,0,218,1172,GasA,3,Y,1,1172,0,0,1172,1,0,1,0,3,1,3,5,1,0,6,Attchd,1954,1,1,366,3,3,1,240,0,0,0,0,0,5,5,NA,0,6,2010,WD ,Normal,128000
241,905453040,A,RL,83,10420,Pave,NA,1,Lvl,1,Corner,1,Edwards,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,2,3,3,1,36,6,0,1176,1212,GasA,1,Y,1,1212,0,0,1212,0,0,2,0,3,1,2,6,1,0,6,Attchd,2009,2,2,460,3,3,1,100,22,0,0,0,0,5,5,NA,0,3,2010,WD ,Normal,186000
246,906201120,A,RL,83,11980,Pave,NA,1,Low,1,Inside,2,SawyerW,Norm,Norm,1Fam,1Story,7,5,1987,1987,Gable,CompShg,Plywood,Plywood,BrkFace,177,2,3,CBlock,2,3,1,1,1433,6,0,0,1433,GasA,1,Y,1,1433,0,0,1433,1,0,1,1,1,1,2,4,1,2,3,Attchd,1987,2,2,528,2,2,1,0,278,0,0,266,0,5,2,NA,0,6,2010,WD ,Normal,270000
249,906225210,J,RL,73,9069,Pave,NA,1,Lvl,1,Inside,1,SawyerW,Norm,Norm,1Fam,SFoyer,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,PConc,2,3,2,1,747,6,0,189,936,GasA,1,Y,1,996,0,0,996,1,0,1,0,2,1,2,5,1,0,6,Attchd,1992,3,2,564,3,3,1,120,0,0,0,0,0,5,5,NA,0,4,2010,WD ,Normal,147000
251,906380190,A,RL,64,6762,Pave,NA,1,Lvl,1,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,24,2,3,PConc,2,3,2,1,686,6,0,501,1187,GasA,1,Y,1,1208,0,0,1208,1,0,2,0,2,1,2,6,1,0,6,Attchd,2006,2,2,632,3,3,1,105,61,0,0,0,0,5,5,NA,0,2,2010,WD ,Normal,206000
252,906385010,A,RL,94,10402,Pave,NA,2,Lvl,1,Corner,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,2,3,4,6,0,6,0,1226,1226,GasA,1,Y,1,1226,0,0,1226,0,0,2,0,3,1,2,6,1,0,6,Attchd,2009,2,3,740,3,3,1,0,36,0,0,0,0,5,5,NA,0,5,2010,WD ,Normal,198900
253,906385020,A,RL,64,7360,Pave,NA,1,Lvl,1,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,2010,2010,Gable,CompShg,VinylSd,VinylSd,Stone,80,2,3,PConc,2,3,4,1,24,6,0,1198,1222,GasA,1,Y,1,1222,0,0,1222,0,0,2,0,2,1,2,6,1,0,6,Attchd,2009,2,2,615,3,3,1,0,54,0,0,0,0,5,5,NA,0,3,2010,WD ,Normal,187000
255,906425045,E,RL,82,14235,Pave,NA,2,Lvl,1,Inside,1,SawyerW,Norm,Norm,1Fam,1.5Fin,6,8,1900,1993,Gable,CompShg,Wd Sdng,Plywood,None,0,3,3,PConc,4,2,4,6,0,6,0,676,676,GasA,3,Y,1,831,614,0,1445,0,0,2,0,3,1,3,6,1,0,6,Detchd,1957,3,2,484,3,3,3,0,59,0,0,0,0,5,5,NA,0,3,2010,WD ,Normal,138500
256,906477110,I,RL,80,8816,Pave,NA,1,Lvl,1,Inside,1,ClearCr,Norm,Norm,1Fam,SLvl,6,7,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,80,3,3,CBlock,3,3,2,1,504,6,0,506,1010,GasA,2,Y,1,1052,0,0,1052,1,0,1,0,3,1,3,6,1,0,6,Attchd,1971,3,2,440,3,3,1,0,0,0,0,0,0,5,2,NA,0,6,2010,WD ,Normal,155000
257,907125090,J,RL,82,11105,Pave,NA,1,Lvl,1,Corner,1,CollgCr,Norm,Norm,1Fam,SFoyer,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0,3,2,PConc,2,4,2,1,870,6,0,0,870,GasA,2,Y,1,965,0,0,965,1,0,1,0,2,1,3,4,1,0,6,Attchd,1998,3,2,580,2,3,1,71,0,0,0,0,0,5,1,NA,0,7,2010,WD ,Normal,159000
260,907200280,A,RL,38,15240,Pave,NA,2,Lvl,1,FR2,1,CollgCr,Norm,Norm,1Fam,1Story,5,8,1977,2004,Gable,CompShg,CemntBd,CmentBd,None,0,2,2,CBlock,2,3,4,1,198,4,688,140,1026,GasA,1,Y,1,1026,0,0,1026,1,0,1,1,3,1,3,5,1,0,6,Attchd,1977,3,1,308,3,3,1,316,85,0,0,0,0,5,2,NA,0,6,2010,WD ,Normal,150000
262,907200340,A,RL,75,10650,Pave,NA,1,Lvl,1,Corner,1,CollgCr,Norm,Norm,1Fam,1Story,5,6,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,3,2,2,5,182,2,712,0,894,GasA,3,Y,1,894,0,0,894,1,0,1,0,3,1,3,5,1,0,6,Attchd,1976,3,1,308,3,3,1,365,0,0,0,0,0,5,2,NA,0,2,2010,WD ,Normal,128200
263,907203070,A,RL,68,7480,Pave,NA,1,Lvl,1,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,5,6,1972,1972,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,2,2,480,6,0,396,876,GasA,3,Y,1,876,0,0,876,1,0,1,0,3,1,3,5,1,0,6,Detchd,1977,3,2,484,3,3,1,0,0,0,0,0,0,5,2,NA,0,6,2010,WD ,Normal,127000
272,907410080,A,RL,70,8400,Pave,NA,1,Lvl,1,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,109,2,3,PConc,2,3,2,1,712,6,0,761,1473,GasA,1,Y,1,1484,0,0,1484,1,0,2,0,3,1,2,7,1,0,6,Attchd,2004,2,2,606,3,3,1,0,35,0,144,0,0,5,5,NA,0,5,2010,WD ,Normal,213000
273,907414030,A,RL,65,8773,Pave,NA,1,Lvl,1,FR2,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,98,2,3,PConc,2,3,2,1,24,6,0,1390,1414,GasA,1,Y,1,1414,0,0,1414,0,0,2,0,3,1,2,6,1,0,6,Attchd,2004,2,2,494,3,3,1,132,105,0,0,0,0,5,5,NA,0,5,2010,WD ,Normal,185500
274,908102060,B,RL,67,8777,Pave,NA,1,Lvl,1,Inside,2,Edwards,Feedr,Norm,1Fam,1Story,3,6,1945,2007,Gable,CompShg,VinylSd,VinylSd,None,0,3,2,CBlock,6,6,5,7,0,7,0,0,0,GasA,3,N,1,640,0,0,640,0,0,1,0,2,1,3,5,2,0,6,Detchd,1945,3,1,240,3,3,3,0,0,0,0,0,0,5,5,NA,0,4,2010,ConLD,Normal,84900
277,908102170,A,RL,60,10044,Pave,NA,2,Low,1,CulDSac,1,Edwards,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,2,3,1,2,1070,6,0,126,1196,GasA,3,Y,1,1196,0,0,1196,1,0,1,0,3,1,3,6,1,0,6,Attchd,1968,2,1,336,3,3,1,257,0,168,0,0,0,5,2,NA,0,6,2010,WD ,Normal,144000
279,908103350,I,RL,65,6305,Pave,NA,1,Lvl,1,Inside,1,Edwards,Norm,Norm,1Fam,SLvl,6,6,1975,1975,Gable,CompShg,Plywood,Plywood,None,0,3,3,CBlock,3,3,2,2,528,6,0,480,1008,GasA,3,Y,1,1096,0,0,1096,1,0,1,0,3,1,3,5,1,1,4,Detchd,1975,3,1,352,3,3,1,0,0,0,0,0,0,5,5,NA,0,6,2010,WD ,Normal,125200
282,908208020,A,RM,80,8546,Pave,NA,1,Lvl,1,Corner,1,Edwards,Norm,Norm,1Fam,1Story,4,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,2,3,4,6,0,6,0,1121,1121,GasA,1,Y,1,1121,0,0,1121,0,0,2,0,2,1,3,5,1,0,6,Attchd,2003,2,2,440,3,3,1,132,64,0,0,0,0,5,5,NA,0,3,2010,WD ,Normal,140000
283,908225320,E,RL,52,8741,Pave,NA,1,Lvl,1,Inside,1,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1945,1950,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,CBlock,3,4,4,5,94,6,0,641,735,GasA,3,Y,2,798,689,0,1487,0,0,1,1,3,1,3,7,1,1,2,Detchd,1949,3,1,220,3,3,1,0,140,0,0,0,0,5,2,NA,0,4,2010,WD ,Normal,113000
