Order,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice
188,A,RM,90,7407,Pave,NA,1,Lvl,Inside,1,OldTown,Artery,Norm,1Fam,1Story,6,7,1957,1996,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,4,1,600,6,0,312,912,GasA,3,Y,2,1236,0,0,1236,1,0,1,0,2,1,3,6,1,0,6,Attchd,1957,3,2,923,3,3,1,0,158,158,0,0,0,5,2,NA,0,4,2010,WD ,149700
189,G,RM,60,7740,Pave,NA,1,Lvl,Inside,1,OldTown,Norm,Norm,1Fam,2Story,4,7,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,CBlock,4,3,4,6,0,6,0,622,622,GasA,2,Y,1,741,622,0,1363,0,0,1,0,3,1,3,6,1,0,6,Detchd,1966,3,2,528,3,3,1,0,0,0,0,168,0,5,5,NA,0,6,2010,WD ,125500
194,B,RM,50,5000,Pave,NA,1,Lvl,Inside,1,BrkSide,Feedr,Norm,1Fam,1Story,4,7,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,BrkTil,3,3,4,4,188,6,0,577,765,GasA,3,N,3,765,0,0,765,1,0,1,0,2,1,2,4,1,0,6,Detchd,1926,3,1,200,4,3,2,135,0,41,0,0,0,5,2,NA,0,4,2010,WD ,87000
196,E,RM,50,6000,Pave,NA,1,Lvl,Inside,1,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0,3,2,CBlock,3,3,4,5,264,6,0,308,572,GasA,1,Y,2,848,348,0,1196,0,1,1,1,3,1,3,6,1,2,2,Detchd,1973,3,2,576,3,3,1,0,0,0,0,0,0,5,5,NA,0,3,2010,WD ,128000
197,E,RM,53,6360,Pave,NA,1,Lvl,Corner,1,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,6,1942,1950,Gable,CompShg,MetalSd,MetalSd,Stone,300,3,3,CBlock,3,3,4,4,360,5,159,316,835,GasA,3,Y,2,955,498,0,1453,0,0,1,1,3,1,2,7,3,2,4,Detchd,1942,3,1,240,3,3,1,0,0,35,0,148,0,5,5,NA,0,3,2010,WD ,132000
198,E,RM,50,6000,Pave,NA,1,Lvl,Inside,1,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1948,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,4,4,300,6,0,480,780,GasA,3,Y,1,780,636,0,1416,0,0,1,1,3,1,3,6,1,0,6,Detchd,1948,3,1,312,3,3,2,221,0,48,0,0,0,5,5,NA,0,3,2010,WD ,139900
199,E,RM,52,6240,Pave,NA,1,Lvl,Inside,1,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1936,1980,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,CBlock,3,4,4,4,276,6,0,252,528,GasA,2,Y,1,548,492,0,1040,0,0,1,0,2,1,3,5,1,0,6,Detchd,1979,1,2,624,3,3,2,306,0,32,0,0,0,5,5,NA,0,5,2010,WD ,123900
201,B,RM,51,6120,Pave,NA,1,Lvl,Inside,1,OldTown,Artery,Norm,1Fam,1Story,6,5,1923,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,4,4,4,2,960,6,0,164,1124,GasA,3,Y,1,1068,0,0,1068,1,0,1,0,2,1,3,5,1,1,2,Detchd,1923,3,1,288,3,3,1,0,0,128,0,0,0,5,5,NA,0,3,2010,WD ,109500
205,G,RM,52,3068,Pave,Grvl,1,Lvl,Inside,1,OldTown,Norm,Norm,1Fam,2Story,6,8,1920,1993,Gable,CompShg,VinylSd,VinylSd,None,0,3,2,BrkTil,3,3,4,6,0,6,0,662,662,GasA,1,Y,1,662,662,0,1324,0,1,1,0,3,1,3,6,1,0,6,Detchd,1920,3,1,180,3,3,1,0,0,112,0,0,0,5,1,NA,0,2,2010,WD ,122000
206,K,RM,110,8472,Grvl,NA,3,Bnk,Corner,2,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,4,3,CBlock,2,3,1,5,104,1,712,0,816,GasA,3,N,1,816,0,0,816,1,0,1,0,2,1,3,5,1,0,6,CarPort,1963,3,2,516,3,3,1,106,0,0,0,0,0,5,5,NA,0,5,2010,WD ,110000
213,E,RL,65,6001,Pave,NA,2,Bnk,Inside,2,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,CBlock,4,3,4,5,368,6,0,232,600,GasA,1,N,1,600,319,0,919,0,0,1,0,3,1,3,5,1,0,6,Detchd,1940,3,1,231,3,3,1,0,0,45,0,0,0,5,2,NA,0,3,2010,WD ,95000
221,A,RL,70,8521,Pave,NA,1,Lvl,FR2,1,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,3,3,4,2,842,6,0,70,912,GasA,3,Y,1,912,0,0,912,0,0,1,0,3,1,3,5,1,1,4,Detchd,1974,3,1,336,3,3,1,0,0,0,0,0,0,5,2,NA,0,5,2010,WD ,125000
223,A,RL,65,7800,Pave,NA,1,Lvl,Inside,1,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,2008,Hip,CompShg,HdBoard,HdBoard,BrkFace,47,3,3,CBlock,3,3,3,3,240,4,474,150,864,GasA,1,Y,1,892,0,0,892,1,0,1,0,3,1,2,5,1,0,6,Detchd,1966,3,1,416,3,3,1,0,0,0,0,0,0,5,5,NA,0,6,2010,WD ,137900
224,F,RL,80,9364,Pave,NA,1,Lvl,Corner,1,Sawyer,Norm,Norm,1Fam,2Story,6,7,1969,1969,Gable,CompShg,HdBoard,HdBoard,Stone,143,3,3,CBlock,3,3,4,2,371,6,0,292,663,GasA,3,Y,1,663,689,0,1352,0,0,1,1,4,1,3,7,1,0,6,Attchd,1969,1,1,299,3,3,1,379,36,0,0,0,0,5,2,NA,0,3,2010,WD ,158000
225,A,RL,65,7832,Pave,NA,1,Lvl,Inside,1,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,3,3,4,1,775,6,0,89,864,GasA,1,Y,1,864,0,0,864,1,0,1,0,2,1,3,4,1,0,6,Detchd,1969,3,1,280,3,3,1,226,0,0,0,0,0,5,5,NA,0,5,2010,WD ,137250
231,B,RL,94,9259,Pave,NA,1,Lvl,Corner,1,Sawyer,Feedr,Norm,1Fam,1Story,4,4,1927,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,4,3,4,6,0,6,0,660,660,GasA,3,N,1,756,0,0,756,0,0,1,0,2,1,3,4,1,0,6,Detchd,1945,3,2,440,3,3,3,80,0,0,0,0,0,5,5,NA,0,6,2010,WD ,85000
232,A,RL,60,9600,Pave,NA,1,Lvl,Inside,1,Sawyer,Norm,Norm,1Fam,1Story,4,7,1950,1995,Gable,CompShg,VinylSd,HdBoard,None,0,3,3,CBlock,2,3,4,3,442,6,0,625,1067,GasA,3,Y,1,1067,0,0,1067,0,0,2,0,2,1,2,4,3,0,6,Attchd,1996,3,2,436,3,3,1,290,0,0,0,0,0,5,5,NA,0,2,2010,WD ,128000
238,A,RL,68,9571,Pave,NA,1,Lvl,Inside,1,Edwards,Norm,Norm,1Fam,1Story,5,6,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,2,3,739,6,0,405,1144,GasA,3,Y,1,1144,0,0,1144,1,0,1,0,3,1,3,6,1,0,6,Attchd,1956,3,1,596,3,3,1,44,0,0,0,0,0,5,5,NA,0,6,2010,WD ,129000
240,A,RL,75,9525,Pave,NA,1,Lvl,Inside,1,Edwards,Norm,Norm,1Fam,1Story,5,7,1954,1998,Gable,CompShg,WdShing,Wd Shng,None,0,3,3,CBlock,3,3,2,3,954,6,0,218,1172,GasA,3,Y,1,1172,0,0,1172,1,0,1,0,3,1,3,5,1,0,6,Attchd,1954,1,1,366,3,3,1,240,0,0,0,0,0,5,5,NA,0,6,2010,WD ,128000
249,J,RL,73,9069,Pave,NA,1,Lvl,Inside,1,SawyerW,Norm,Norm,1Fam,SFoyer,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,PConc,2,3,2,1,747,6,0,189,936,GasA,1,Y,1,996,0,0,996,1,0,1,0,2,1,2,5,1,0,6,Attchd,1992,3,2,564,3,3,1,120,0,0,0,0,0,5,5,NA,0,4,2010,WD ,147000
251,A,RL,64,6762,Pave,NA,1,Lvl,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,24,2,3,PConc,2,3,2,1,686,6,0,501,1187,GasA,1,Y,1,1208,0,0,1208,1,0,2,0,2,1,2,6,1,0,6,Attchd,2006,2,2,632,3,3,1,105,61,0,0,0,0,5,5,NA,0,2,2010,WD ,206000
253,A,RL,64,7360,Pave,NA,1,Lvl,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,2010,2010,Gable,CompShg,VinylSd,VinylSd,Stone,80,2,3,PConc,2,3,4,1,24,6,0,1198,1222,GasA,1,Y,1,1222,0,0,1222,0,0,2,0,2,1,2,6,1,0,6,Attchd,2009,2,2,615,3,3,1,0,54,0,0,0,0,5,5,NA,0,3,2010,WD ,187000
256,I,RL,80,8816,Pave,NA,1,Lvl,Inside,1,ClearCr,Norm,Norm,1Fam,SLvl,6,7,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,80,3,3,CBlock,3,3,2,1,504,6,0,506,1010,GasA,2,Y,1,1052,0,0,1052,1,0,1,0,3,1,3,6,1,0,6,Attchd,1971,3,2,440,3,3,1,0,0,0,0,0,0,5,2,NA,0,6,2010,WD ,155000
263,A,RL,68,7480,Pave,NA,1,Lvl,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,5,6,1972,1972,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,2,2,480,6,0,396,876,GasA,3,Y,1,876,0,0,876,1,0,1,0,3,1,3,5,1,0,6,Detchd,1977,3,2,484,3,3,1,0,0,0,0,0,0,5,2,NA,0,6,2010,WD ,127000
272,A,RL,70,8400,Pave,NA,1,Lvl,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,109,2,3,PConc,2,3,2,1,712,6,0,761,1473,GasA,1,Y,1,1484,0,0,1484,1,0,2,0,3,1,2,7,1,0,6,Attchd,2004,2,2,606,3,3,1,0,35,0,144,0,0,5,5,NA,0,5,2010,WD ,213000
273,A,RL,65,8773,Pave,NA,1,Lvl,FR2,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,98,2,3,PConc,2,3,2,1,24,6,0,1390,1414,GasA,1,Y,1,1414,0,0,1414,0,0,2,0,3,1,2,6,1,0,6,Attchd,2004,2,2,494,3,3,1,132,105,0,0,0,0,5,5,NA,0,5,2010,WD ,185500
274,B,RL,67,8777,Pave,NA,1,Lvl,Inside,2,Edwards,Feedr,Norm,1Fam,1Story,3,6,1945,2007,Gable,CompShg,VinylSd,VinylSd,None,0,3,2,CBlock,6,6,5,7,0,7,0,0,0,GasA,3,N,1,640,0,0,640,0,0,1,0,2,1,3,5,2,0,6,Detchd,1945,3,1,240,3,3,3,0,0,0,0,0,0,5,5,NA,0,4,2010,ConLD,84900
279,I,RL,65,6305,Pave,NA,1,Lvl,Inside,1,Edwards,Norm,Norm,1Fam,SLvl,6,6,1975,1975,Gable,CompShg,Plywood,Plywood,None,0,3,3,CBlock,3,3,2,2,528,6,0,480,1008,GasA,3,Y,1,1096,0,0,1096,1,0,1,0,3,1,3,5,1,1,4,Detchd,1975,3,1,352,3,3,1,0,0,0,0,0,0,5,5,NA,0,6,2010,WD ,125200
282,A,RM,80,8546,Pave,NA,1,Lvl,Corner,1,Edwards,Norm,Norm,1Fam,1Story,4,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,2,3,4,6,0,6,0,1121,1121,GasA,1,Y,1,1121,0,0,1121,0,0,2,0,2,1,3,5,1,0,6,Attchd,2003,2,2,440,3,3,1,132,64,0,0,0,0,5,5,NA,0,3,2010,WD ,140000
283,E,RL,52,8741,Pave,NA,1,Lvl,Inside,1,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1945,1950,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,CBlock,3,4,4,5,94,6,0,641,735,GasA,3,Y,2,798,689,0,1487,0,0,1,1,3,1,3,7,1,1,2,Detchd,1949,3,1,220,3,3,1,0,140,0,0,0,0,5,2,NA,0,4,2010,WD ,113000
286,B,RL,67,4853,Pave,NA,1,Bnk,Inside,1,SWISU,Artery,Norm,1Fam,1Story,5,6,1924,1999,Gable,CompShg,MetalSd,VinylSd,BrkFace,203,3,3,BrkTil,3,3,3,4,133,6,0,974,1107,GasA,4,N,2,1296,0,0,1296,0,0,2,0,2,1,4,5,1,1,2,Detchd,1979,3,1,260,3,3,1,0,0,36,0,0,0,5,2,NA,0,5,2010,WD ,104000
288,B,RL,45,8212,Pave,Grvl,1,Lvl,Inside,1,Edwards,Norm,Norm,1Fam,1Story,3,3,1914,1950,Gable,CompShg,Stucco,Stucco,None,0,3,4,BrkTil,3,4,4,4,203,6,0,661,864,GasA,3,N,3,864,0,0,864,1,0,1,0,2,1,3,5,1,0,6,Detchd,1938,3,1,200,3,4,1,0,0,96,0,0,0,5,5,NA,0,6,2010,WD ,58500
299,L,RM,35,3907,Pave,NA,2,HLS,Inside,2,Blueste,Norm,Norm,TwnhsE,1Story,8,6,1989,1989,Gable,CompShg,HdBoard,HdBoard,None,0,2,3,CBlock,2,3,1,1,747,6,0,235,982,GasA,2,Y,1,1034,0,0,1034,1,0,1,0,1,1,2,4,1,1,3,Attchd,1989,1,2,598,3,3,1,141,36,0,0,0,0,5,5,NA,0,4,2010,WD ,185000
300,L,RM,35,3907,Pave,NA,2,HLS,Inside,2,Blueste,Norm,Norm,TwnhsE,1Story,8,5,1989,1989,Gable,CompShg,HdBoard,HdBoard,None,0,2,3,CBlock,2,3,2,1,76,6,0,1115,1191,GasA,2,Y,1,1191,0,0,1191,0,0,2,0,2,1,2,5,1,1,3,Attchd,1989,3,2,531,3,3,1,112,81,0,0,0,0,5,5,NA,0,3,2010,WD ,162500
302,E,RM,40,5436,Pave,NA,1,Lvl,Inside,1,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,8,1922,2007,Gable,CompShg,VinylSd,VinylSd,None,0,3,2,BrkTil,3,3,4,3,735,6,0,61,796,GasA,2,Y,1,796,358,0,1154,1,0,1,0,3,1,2,7,1,0,6,Detchd,1922,3,1,240,3,3,3,0,96,0,0,0,0,5,2,NA,0,5,2010,WD ,125500
303,B,RM,58,8154,Pave,NA,1,Lvl,Inside,1,IDOTRR,Norm,Norm,1Fam,1Story,2,5,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,3,3,4,3,480,6,0,0,480,GasA,3,Y,1,540,0,0,540,0,0,1,0,1,1,3,4,1,0,6,Detchd,1951,3,1,200,4,4,3,0,0,0,0,0,0,5,5,NA,0,4,2010,ConLw,82000
304,E,RM,50,9140,Pave,NA,1,HLS,Inside,1,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,5,1921,1975,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,3,3,3,3,308,6,0,321,629,GasA,4,Y,1,727,380,0,1107,0,0,1,0,2,1,3,5,1,0,6,Detchd,1950,3,1,625,3,3,1,0,56,0,0,200,0,5,2,NA,0,4,2010,COD,110000
311,I,RL,74,9620,Pave,NA,1,Lvl,Inside,1,Mitchel,Norm,Norm,1Fam,SLvl,6,7,1977,1977,Gable,CompShg,Plywood,Plywood,None,0,3,3,CBlock,3,3,4,2,679,6,0,564,1243,GasA,3,Y,1,1285,0,0,1285,0,1,2,0,3,1,2,6,1,1,4,Attchd,1977,3,2,473,3,3,1,375,26,0,0,0,0,5,1,Shed,80,5,2010,WD ,190000
318,F,RL,73,9802,Pave,NA,1,Lvl,Inside,1,Timber,Norm,Norm,1Fam,2Story,5,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,2,3,4,6,0,6,0,384,384,GasA,2,Y,1,744,700,0,1444,0,0,2,1,3,1,3,7,1,0,6,BuiltIn,2007,1,2,400,3,3,1,100,0,0,0,0,0,5,5,NA,0,4,2010,WD ,174000
328,L,RM,31,2394,Pave,NA,1,Low,Inside,2,MeadowV,Norm,Norm,Twnhs,1Story,5,6,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0,3,3,CBlock,2,3,1,1,915,6,0,30,945,GasA,1,Y,1,945,0,0,945,1,1,1,0,2,1,3,5,1,1,5,Attchd,1973,2,1,253,3,3,1,174,0,56,0,108,0,5,5,NA,0,5,2010,WD ,119500
329,M,RM,36,2592,Pave,NA,1,Lvl,Inside,1,MeadowV,Norm,Norm,TwnhsE,2Story,5,3,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0,3,3,CBlock,2,3,4,4,129,3,232,175,536,GasA,3,Y,1,536,576,0,1112,0,0,1,1,3,1,3,4,1,0,6,Attchd,1976,3,1,336,3,3,1,182,0,0,0,0,0,5,5,NA,0,4,2010,WD ,85000
333,M,RM,21,1890,Pave,NA,1,Lvl,Inside,1,MeadowV,Norm,Norm,TwnhsE,2Story,4,6,1972,1972,Gable,CompShg,CemntBd,CmentBd,None,0,3,3,CBlock,3,3,4,4,294,6,0,252,546,GasA,3,Y,1,546,546,0,1092,0,0,1,1,3,1,3,5,1,0,6,Attchd,1972,3,1,286,3,3,1,0,0,64,0,0,0,5,5,NA,0,6,2010,WD ,85500
334,A,RL,50,6953,Pave,NA,1,Lvl,Inside,1,Mitchel,Norm,Norm,1Fam,1Story,5,7,1971,2004,Gable,CompShg,VinylSd,VinylSd,None,0,3,2,CBlock,3,3,4,2,469,6,0,395,864,GasA,1,Y,1,874,0,0,874,0,0,1,0,3,1,3,5,1,0,6,Detchd,1971,3,1,352,3,3,1,0,0,0,0,0,0,5,5,NA,0,6,2010,ConLD,130000
352,L,RL,61,7380,Pave,NA,2,Lvl,Corner,1,StoneBr,Norm,Norm,1Fam,1Story,8,5,1998,1998,Gable,CompShg,CemntBd,CmentBd,None,0,3,3,PConc,2,3,2,1,341,6,0,1077,1418,GasA,1,Y,1,1478,0,0,1478,1,0,2,0,2,1,3,5,1,0,6,Attchd,1998,1,2,495,3,3,1,168,43,0,0,0,0,5,5,NA,0,7,2009,WD ,240000
354,I,RL,57,8923,Pave,NA,2,Lvl,Inside,1,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0,2,3,PConc,2,3,4,1,189,6,0,195,384,GasA,2,Y,1,751,631,0,1382,0,0,2,1,3,1,3,7,1,1,3,BuiltIn,1998,1,2,396,3,3,1,256,0,0,0,0,0,5,5,NA,0,2,2009,WD ,177500
360,A,RL,58,7250,Pave,NA,1,Lvl,Inside,1,Gilbert,Norm,Norm,1Fam,1Story,6,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,45,3,3,PConc,2,3,4,6,0,6,0,1181,1181,GasA,1,Y,1,1190,0,0,1190,0,0,2,0,3,1,2,6,1,1,3,Attchd,1993,3,2,430,3,3,1,0,21,0,0,0,0,5,5,NA,0,11,2009,WD ,166000
362,F,RL,65,8125,Pave,NA,1,Lvl,Inside,1,Gilbert,Norm,Norm,1Fam,2Story,6,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,PConc,2,3,4,6,0,6,0,702,702,GasA,2,Y,1,702,779,0,1481,0,0,2,1,3,1,3,6,1,1,3,Attchd,1994,1,2,343,3,3,1,0,36,0,0,0,0,5,5,NA,0,3,2009,WD ,174000
395,A,RL,61,7930,Pave,NA,1,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,2005,Gable,CompShg,Plywood,Plywood,None,0,3,3,CBlock,3,3,4,1,439,5,472,115,1026,GasA,2,Y,1,1026,0,0,1026,1,0,1,0,3,1,2,5,1,0,6,Detchd,1969,2,2,440,3,3,1,171,48,0,0,0,0,5,5,NA,0,7,2009,WD ,156000
399,A,RL,60,6960,Pave,NA,1,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,4,6,1970,1970,Gable,CompShg,HdBoard,Plywood,None,0,3,3,CBlock,3,3,4,2,375,3,239,250,864,GasA,3,Y,1,864,0,0,864,0,0,1,0,3,1,2,5,1,0,6,Detchd,1989,3,2,660,3,3,1,96,0,0,0,0,0,5,5,Shed,500,11,2009,WD ,120500
400,A,RL,70,8120,Pave,NA,1,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,4,7,1970,1970,Gable,CompShg,MetalSd,MetalSd,None,0,3,2,CBlock,3,3,4,2,191,6,0,673,864,GasA,1,Y,1,864,0,0,864,0,0,1,0,3,1,3,5,1,0,6,Detchd,1994,3,2,463,3,3,1,0,0,0,0,0,0,5,5,NA,0,7,2009,WD ,124500
402,A,RL,60,9000,Pave,NA,1,Lvl,FR2,1,NAmes,Norm,Norm,1Fam,1Story,4,7,1971,2006,Gable,CompShg,VinylSd,VinylSd,None,0,3,2,CBlock,3,3,4,2,240,6,0,624,864,GasA,2,Y,1,864,0,0,864,0,0,1,0,3,1,3,5,1,0,6,Detchd,1986,3,2,576,3,3,1,200,0,0,0,0,0,5,3,NA,0,7,2009,WD ,130000
403,M,RM,21,1680,Pave,NA,1,Lvl,Inside,1,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,504,3,3,CBlock,3,3,4,3,254,6,0,229,483,GasA,3,Y,1,483,504,0,987,1,0,1,1,2,1,3,5,1,0,6,Detchd,1973,3,1,264,3,3,1,0,0,0,0,0,0,5,5,NA,0,7,2009,WD ,111000
404,M,RM,24,2368,Pave,NA,1,Lvl,Inside,1,BrDale,Norm,Norm,TwnhsE,2Story,5,6,1970,1970,Gable,CompShg,HdBoard,HdBoard,None,312,3,3,CBlock,3,3,4,5,765,6,0,0,765,GasA,3,Y,1,765,600,0,1365,0,0,1,1,3,1,3,7,2,0,6,Attchd,1970,3,2,440,3,3,1,0,36,0,0,0,0,5,5,NA,0,5,2009,WD ,125000
406,M,RM,21,1680,Pave,NA,1,Lvl,Inside,1,BrDale,Norm,Norm,Twnhs,2Story,6,6,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,425,3,3,CBlock,3,3,4,4,110,5,294,79,483,GasA,3,Y,1,483,504,0,987,1,0,1,1,2,1,3,5,1,0,6,Detchd,1972,3,1,288,3,3,1,0,0,0,0,0,0,5,5,NA,0,7,2009,WD ,97000
407,M,RM,21,1680,Pave,NA,1,Lvl,Inside,1,BrDale,Norm,Norm,Twnhs,2Story,6,8,1972,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,510,3,3,CBlock,3,3,4,2,162,6,0,321,483,GasA,2,Y,1,483,504,0,987,0,0,1,1,2,1,2,5,1,0,6,Detchd,1972,3,1,264,3,3,1,250,0,0,0,0,0,5,5,NA,0,5,2009,WD ,118000
408,M,RM,21,1680,Pave,NA,1,Lvl,Inside,1,BrDale,Norm,Norm,Twnhs,2Story,5,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,BrkFace,268,3,3,CBlock,3,3,4,2,231,6,0,399,630,GasA,3,Y,1,630,672,0,1302,0,0,2,1,3,1,3,6,1,0,6,Detchd,1972,3,1,264,3,3,1,185,0,0,0,0,0,5,5,NA,0,2,2009,WD ,119500
411,M,RL,24,2280,Pave,NA,1,Lvl,FR2,1,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,0,3,3,CBlock,2,3,4,2,566,6,0,289,855,GasA,3,Y,1,855,601,0,1456,0,0,2,1,3,1,3,7,1,1,3,Attchd,1976,3,2,440,3,3,1,87,0,0,0,0,0,5,5,NA,0,7,2009,WD ,148500
412,L,RL,24,2280,Pave,NA,1,Lvl,FR2,1,NPkVill,Norm,Norm,Twnhs,1Story,7,5,1975,1975,Gable,CompShg,Plywood,Brk Cmn,None,0,3,3,CBlock,2,3,4,2,435,5,622,0,1057,GasA,3,Y,1,1055,0,0,1055,0,1,2,0,2,1,3,4,1,1,4,Attchd,1975,2,2,440,3,3,1,0,27,0,0,0,0,5,5,NA,0,8,2009,WD ,123000
413,M,RL,24,2308,Pave,NA,1,Lvl,Inside,1,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1974,1974,Gable,CompShg,Plywood,Brk Cmn,None,0,3,3,CBlock,3,3,4,2,257,4,495,103,855,GasA,3,Y,1,855,467,0,1322,0,1,2,1,3,1,3,6,1,1,4,Attchd,1974,3,2,440,3,3,1,260,0,0,0,0,0,5,5,NA,0,6,2009,WD ,147000
414,M,RL,24,2349,Pave,NA,1,Lvl,Inside,1,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1977,1977,Gable,CompShg,Plywood,Brk Cmn,None,0,3,3,CBlock,2,3,4,2,389,6,0,466,855,GasA,3,Y,1,855,601,0,1456,0,0,2,1,3,1,3,6,1,1,3,Attchd,1977,3,2,440,3,3,1,0,28,0,0,0,0,5,5,NA,0,5,2009,WD ,137900
416,M,RL,24,2289,Pave,NA,1,Lvl,Inside,1,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0,3,3,CBlock,3,3,4,2,311,6,0,544,855,GasA,3,Y,1,855,586,0,1441,0,0,2,1,3,1,3,7,1,1,3,Attchd,1978,3,2,440,3,3,1,28,0,0,0,0,0,5,5,NA,0,4,2009,WD ,148500
417,M,RL,24,2364,Pave,NA,1,Lvl,Inside,1,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0,2,3,CBlock,2,3,4,2,279,6,0,576,855,GasA,3,Y,1,855,601,0,1456,0,0,2,1,3,1,3,6,1,1,3,Attchd,1978,1,2,440,3,3,1,147,0,0,0,0,0,5,5,NA,0,4,2009,WD ,138000
